tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt0961738	3035400	2276834	Martina Gedeck	Heino Ferch	Jasmin Tabatabai	nm0311476	nm0272224	nm0845915
tt0961750	2833040	206965	Robert Stadlober	Anna Brüggemann	Axel Schreiber	nm0821177	nm0117697	nm1348229
tt0962711	4000000	95	Jonas Ball	Matthew R. Anderson	Jon Huertas	nm1383977	nm0027164	nm0005030
tt0962715	55000	2337	Sammy Amare	Tsion Fikreselassie	Salem Dawit	nm2547688	nm2551667	nm2546590
tt0962726	11000000	252909177	Zac Efron	Vanessa Hudgens	Ashley Tisdale	nm1374980	nm1227814	nm0864308
tt0962736	35000000	27424469	Emily Blunt	Rupert Friend	Paul Bettany	nm1289434	nm1670029	nm0079273
tt0963178	50000000	60161391	Clive Owen	Naomi Watts	Armin Mueller-Stahl	nm0654110	nm0915208	nm0000090
tt0963194	8500000	188126	Paul Sorvino	Anthony Head	Alexa PenaVega	nm0000649	nm0372117	nm0891786
tt0963287	2594200	161320	Hyuk Jang	Fann Wong	Jason Scott Lee	nm1030267	nm0939056	nm0001462
tt0963794	8000000	22736861	Shawn Ashmore	Jena Malone	Jonathan Tucker	nm0039162	nm0540441	nm0006958
tt0963966	150000000	215283742	Nicolas Cage	Jay Baruchel	Alfred Molina	nm0000115	nm0059431	nm0000547
tt0964003	1500000	154772	Igor Mirkurbanov	Ekaterina Volkova	Olga Dykhovichnaya	nm0586681	nm0901552	nm1194399
tt0964185	5000000	2852915	Vincent Gallo	Alden Ehrenreich	Maribel Verdú	nm0001252	nm2403277	nm0893941
tt0964517	25000000	129190869	Mark Wahlberg	Christian Bale	Amy Adams	nm0000242	nm0000288	nm0010736
tt0964539	8000000	3234706	Alyssa Milano	Milo Ventimiglia	Keir O'Donnell	nm0000192	nm0893257	nm1218757
tt0964587	9762550	29066681	Talulah Riley	Rupert Everett	Gemma Arterton	nm1506908	nm0000391	nm2605345
tt0965400	1507582	512096	Laura Birn	Mikko Leppilampi	Iina Kuustonen	nm1285342	nm1285112	nm1763122
tt0965427	961210	14755	Giuseppe Sulfaro	Marilita Lambropoulou	Daniele Favilli	nm0837868	nm1136924	nm2573930
tt0965429	8094400	492068	Geraldine Chaplin	Maria Grazia Cucinotta	Miguel Ángel Silvestre	nm0001036	nm0002029	nm1775614
tt0966584	1011800	1095565	Kledi Kadiu	Laura Chiatti	Genti Kame	nm2274373	nm0157098	nm1875756
tt0967945	5000000	347977	Michael Keaton	Kelly Macdonald	Bobby Cannavale	nm0000474	nm0531808	nm0134072
tt0968264	25000000	15481161	Robin Wright	James McAvoy	Tom Wilkinson	nm0000705	nm0564215	nm0929489
tt0968294	1549235	931017	Ronja Arvilommi	Laura Malmivaara	Janne Virtanen	nm2714728	nm0540264	nm0899455
tt0969307	1214160	312311	Pavel Liska	Vitali Bobrov	Jorma Tommila	nm0514090	nm2560700	nm0866918
tt0969332	3500000	958691	Petra Cernocká	Jan Hrusínský	Jirina Bohdalová	nm0148678	nm0398702	nm0092008
tt0969701	3946020	2955081	Vincent Lindon	Emmanuelle Devos	Yeelem Jappain	nm0512071	nm0222922	nm1890509
tt0970179	150000000	185770160	Asa Butterfield	Chloë Grace Moretz	Christopher Lee	nm2633535	nm1631269	nm0000489
tt0970184	1200000	6795	Sharon D. Allen	Beau Bridges	Colby Buzzell	nm2557553	nm0000977	nm2557174
tt0970411	55000000	17929684	Saoirse Ronan	Toby Jones	Bill Murray	nm1519680	nm0429363	nm0000195
tt0970452	45000000	19636124	James Purefoy	Max von Sydow	Rachel Hurd-Wood	nm0700856	nm0001884	nm1248393
tt0970462	8000000	35402	Michael Paré	Wilson Bethel	Mitch Eakins	nm0001595	nm1569067	nm0247153
tt0970469	10118000	11982346	Edu Soto	Pepe Viyuela	Berta Ojea	nm1518128	nm0900402	nm0645302
tt0970866	100000000	310650585	Ben Stiller	Teri Polo	Robert De Niro	nm0001774	nm0001632	nm0000134
tt0970922	108445	1985	Richard Green	Tammy Anderson	Syd Brisbane	nm2557350	nm2557856	nm0109771
tt0971209	14000000	22869853	Milla Jovovich	Steve Zahn	Timothy Olyphant	nm0000170	nm0001872	nm0648249
tt0972385	1074531	231804	Kari-Pekka Toivonen	Liisa Mustonen	Matleena Kuusniemi	nm0865671	nm0616016	nm0476643
tt0972542	3500000	579717	Nick Ainsworth	Hyeon-yeong	Gyu-hwa Lee	nm4041980	nm1862701	nm2612649
tt0972558	29500000	23772559	Vasiliy Stepanov	Yulia Snigir	Pyotr Fyodorov	nm3353199	nm2568364	nm1215228
tt0972883	2500000	10731	Brian Cox	Noel Fisher	Kyle Gallner	nm0004051	nm0279720	nm0973177
tt0974014	13946500	896298	Paul Bettany	Jennifer Connelly	Ian Kelly	nm0079273	nm0000124	nm4037686
tt0974015	300000000	657924295	Ben Affleck	Gal Gadot	Jason Momoa	nm0000255	nm2933757	nm0597388
tt0974536	3486625	9439	Simon Callow	Kal Weber	Lucy Cudden	nm0001003	nm0916645	nm2434893
tt0974554	13000000	14894347	Ben Kingsley	Penélope Cruz	Patricia Clarkson	nm0001426	nm0004851	nm0165101
tt0974613	15000000	1148511	Liam Neeson	Antonio Banderas	Laura Linney	nm0000553	nm0000104	nm0001473
tt0974661	20000000	136267476	Zac Efron	Matthew Perry	Leslie Mann	nm1374980	nm0001612	nm0005182
tt0975645	15700000	23570541	Anthony Hopkins	Helen Mirren	Scarlett Johansson	nm0000164	nm0000545	nm0424060
tt0976040	8094400	6924	Joaquim de Almeida	Ben Gazzara	Aaron Stanford	nm0021835	nm0001262	nm0822155
tt0976051	32000000	108901967	Kate Winslet	Ralph Fiennes	Bruno Ganz	nm0000701	nm0000146	nm0004486
tt0976209	3000000	12543015	Yuriy Kutsenko	Christina Orbakaite	Evgeniy Stychkin	nm0476544	nm0649387	nm0836534
tt0976222	20000000	12225023	Aly Michalka	Vanessa Hudgens	Gaelan Connell	nm1425528	nm1227814	nm0174983
tt0976238	35000000	96753696	Robin Williams	John Travolta	Seth Green	nm0000245	nm0000237	nm0001293
tt0976247	6000000	52132	Matthew McConaughey	Woody Harrelson	Willie Nelson	nm0000190	nm0000437	nm0005268
tt0977214	7000000	676860	Cuba Gooding Jr.	Ray Liotta	Tommy Flanagan	nm0000421	nm0000501	nm0281107
tt0977636	87750	91389	Bhavana	Madhavan	Prakash Raj	nm1418952	nm0534856	nm0695177
tt0977637	2023600	160001	Ivo Canelas	Enrique Arce	Flora Martínez	nm0133852	nm0033550	nm0555101
tt0977640	1500000	208576	Ana Serradilla	Pepe Soriano	Francisco Melo	nm0785452	nm0815008	nm0578246
tt0977855	22000000	24196960	Naomi Watts	Sean Penn	Sonya Davison	nm0915208	nm0000576	nm4156443
tt0978759	1000000	5414283	Melissa Leo	Misty Upham	Charlie McDermott	nm0502425	nm1130728	nm1668208
tt0978762	5135580	1725381	Toni Collette	Philip Seymour Hoffman	Eric Bana	nm0001057	nm0000450	nm0051509
tt0978764	82000000	89792502	Emily Browning	Vanessa Hudgens	Abbie Cornish	nm0115161	nm1227814	nm0180411
tt0979434	17000000	24719879	Shad Moss	Brandon T. Jackson	Naturi Naughton	nm0510168	nm1040365	nm1166613
tt0979900	75000	382807	Ron Carey	April Wade	Juliana Dever	nm2613125	nm1696876	nm1299015
tt0980970	155000000	415686217	Ben Barnes	Skandar Keynes	Georgie Henley	nm1602660	nm1342727	nm1670137
tt0980976	2000000	133250	Ricardo Trêpa	Leonor Baldaque	Manoel de Oliveira	nm0874579	nm0049658	nm0210701
tt0981072	15000000	287567	Rachel McAdams	Tim Robbins	Michael Peña	nm1046097	nm0000209	nm0671567
tt0981227	10000000	33506644	Michael Cera	Kat Dennings	Aaron Yoo	nm0148418	nm0993507	nm1683094
tt0982897	809440	48166	Elinor Lüdde	Thorsten Merten	Ulrike Krumbiegel	nm1085986	nm0581536	nm0472701
tt0983193	135000000	373993951	Jamie Bell	Andy Serkis	Daniel Craig	nm0068260	nm0785227	nm0185819
tt0983213	5000000	256851	Kenji Mizuhashi	Yoshimi Kondou	Satomi Hanamura	nm0594647	nm2710673	nm1178570
tt0983990	263250	207755	Manoj Bajpayee	Ravi Kishan	Deepak Dobriyal	nm0048075	nm0457410	nm1795232
tt0984200	10000000	304127	Michelle Williams	Ewan McGregor	Matthew Macfadyen	nm0931329	nm0000191	nm0532193
tt0984210	2500000	29731	Timothy Hutton	Mira Sorvino	Dana Delany	nm0000459	nm0000227	nm0001127
tt0984969	8000	4882	Eireann Harper	Diego Cataño	Michele Alban	nm2590251	nm1593407	nm1083190
tt0985025	4350740	772687	William Hope	Leon Herbert	Ronald Pickup	nm0394054	nm0378586	nm0681975
tt0985079	2000000	17924	Tender Huang	Kar Yan Lam	Jie Liu	nm1968180	nm1157324	nm3604440
tt0985593	6070800	569206	Heather Graham	Mia Kirshner	Orlando Seale	nm0001287	nm0000477	nm0780539
tt0985597	4262713	3536561	Raz Degan	Luna Bendandi	Andrea Lanfredi	nm0214641	nm2676138	nm2790649
tt0985694	10500000	44093316	Danny Trejo	Michelle Rodriguez	Robert De Niro	nm0001803	nm0735442	nm0000134
tt0985699	75000000	200292390	Tom Cruise	Bill Nighy	Carice van Houten	nm0000129	nm0631490	nm0396924
tt0986230	697325	112307	Peter Agnelli	Adrian Annis	Benjamin Bellecour	nm4355300	nm1782394	nm1309397
tt0986233	2091975	3185113	Stuart Graham	Laine Megaw	Brian Milligan	nm0334324	nm0002565	nm0589665
tt0986263	80000000	122444772	Bruce Willis	Radha Mitchell	Ving Rhames	nm0000246	nm0593664	nm0000609
tt0986361	4532864	340836	Jukka Nylund	Paula Vesala	Kiti Kokkonen	nm4485545	nm1867020	nm1120705
tt0988045	90000000	524028679	Robert Downey Jr.	Jude Law	Rachel McAdams	nm0000375	nm0000179	nm1046097
tt0988047	22000000	27664723	Don Cheadle	Guy Pearce	Archie Panjabi	nm0000332	nm0001602	nm0659544
tt0988106	2239050	1711260	Elena Arndt-Jensen	Nikolaj Støvring Hansen	Jonathan Werner Juel	nm2594752	nm2594240	nm1493127
tt0988595	30000000	160259319	Katherine Heigl	James Marsden	Malin Akerman	nm0001337	nm0005188	nm0015196
tt0988849	1255185	694422	Sian Breckin	Nichola Burley	Jaime Winstone	nm2616270	nm1978579	nm1785575
tt0989000	25000	1294176	Scoot McNairy	Sara Simmonds	Brian McGuire	nm1058940	nm1337074	nm0570165
tt0989757	25000000	114977104	Channing Tatum	Amanda Seyfried	Richard Jenkins	nm1475594	nm1086543	nm0420955
tt0990407	120000000	227817248	Seth Rogen	Jay Chou	Christoph Waltz	nm0736622	nm1727100	nm0910607
tt0990443	790000	122408	Emery Eduardo Granados	Alan Chávez	Carlos Ceja	nm2598152	nm1651022	nm2598203
tt0992911	8000000	6177725	Donnie Yen	Louis Koo	Ray Lui	nm0947447	nm0465503	nm0514998
tt0993778	2000000	436809	Ananda Everingham	Lalita Panyopas	Porntip Papanai	nm0263594	nm0659927	nm1364216
tt0993842	30000000	63782078	Saoirse Ronan	Cate Blanchett	Eric Bana	nm1519680	nm0000949	nm0051509
tt0993846	100000000	392000694	Leonardo DiCaprio	Jonah Hill	Margot Robbie	nm0000138	nm1706767	nm3053338
tt0994893	800000	41881	Ju-bong Gi	Seo-won Jang	Ho-yeong Lee	nm1029669	nm2157523	nm3789762
tt0995029	4000000	919445	Semra Turan	Nima Nabipour	Cyron Melville	nm2600714	nm2607452	nm0578466
tt0995039	20000000	27074492	Ricky Gervais	Greg Kinnear	Téa Leoni	nm0315041	nm0001427	nm0000495
tt0995747	1700000	1431983	Mariya Shalayeva	Evgeniy Tsyganov	Mariya Sokova	nm1482303	nm1142921	nm2446467
tt0995752	8247000	11283337	Akshay Kumar	Saif Ali Khan	Kareena Kapoor	nm0474774	nm0451307	nm0004626
tt0995845	15500000	58387	Jeffrey Dean Morgan	Josie Ho	Til Schweiger	nm0604742	nm0387319	nm0001709
tt0996925	4553100	2062203	André Dussollier	Marthe Keller	Julien Boisselier	nm0244707	nm0445715	nm0092362
tt0996962	5331174	2159162	Alexandra Lamy	Stéphane Rousseau	Bérénice Bejo	nm0484005	nm1234157	nm0067367
tt0997062	400000	75853	Edda Arnljótsdóttir	Reine Brynolfsson	Ágústa Eva Erlendsdóttir	nm2320955	nm0117429	nm2099110
tt0997152	21800000	716580	Adrien Brody	Cam Gigandet	Forest Whitaker	nm0004778	nm1544217	nm0001845
tt0997188	1618880	1406016	Niilo Syväoja	Tommi Korpela	Kristiina Halttu	nm1742527	nm0466636	nm0357122
tt0999913	25000000	11168712	James Marsden	Kate Bosworth	Alexander Skarsgård	nm0005188	nm0098378	nm0002907
tt1001508	40000000	178846899	Ginnifer Goodwin	Jennifer Aniston	Jennifer Connelly	nm0329481	nm0000098	nm0000124
tt1001526	130000000	321885765	Will Ferrell	Jonah Hill	Brad Pitt	nm0002071	nm1706767	nm0000093
tt1001540	2000000	26064	Sam Robards	Ally Sheedy	F. Murray Abraham	nm0730168	nm0000639	nm0000719
tt1001562	7500000	4161625	Larry the Cable Guy	Jenny McCarthy	Richard Bull	nm1249256	nm0000189	nm0119993
tt1002536	6070800	4516607	Filippo Timi	Elio Germano	Alvaro Caleca	nm0863599	nm0314554	nm2924608
tt1002563	18500000	7330338	Adam Greaves-Neal	Vincent Walsh	Sara Lazzaro	nm6026206	nm0909906	nm3322537
tt1002567	4000000	2218136	Jeong-myeong Cheon	Eun Won-jae	Eun-kyung Shim	nm1194092	nm2987338	nm2987726
tt1003005	814199	1051440	Neel Rønholt	Mikkel Arndt	Julie R. Ølgaard	nm1015541	nm0034325	nm1274152
tt1007018	10000000	19716	Justin Timberlake	Ted Danson	Harry Dean Stanton	nm0005493	nm0001101	nm0001765
tt1007028	24000000	42106992	Seth Rogen	Elizabeth Banks	Craig Robinson	nm0736622	nm0006969	nm0732497
tt1007029	13000000	114956699	Meryl Streep	Jim Broadbent	Richard E. Grant	nm0000658	nm0000980	nm0001290
tt1009017	1000000	65379	Dennis Rodman	Gabriel Pimentel	Joe Gnoffo	nm0005379	nm0683739	nm1845172
tt1010046	500000	74421	Roberto Escobar	Marlene Alejandre-Triana	Leonel Morejon Almagro	nm0260348	nm2622950	nm2620341
tt1010048	15000000	377910544	Dev Patel	Freida Pinto	Saurabh Shukla	nm2353862	nm2951768	nm0795661
tt1010248	800333	4725	Petri Hämäläinen	Heikki Jaakkola	Juha Jaakkola	nm8109704	nm8109705	nm8109706
tt1010313	354130	453324	Lucas Gregorowicz	Wotan Wilke Möhring	Justus von Dohnányi	nm0339730	nm0617852	nm0230649
tt1010445	922759	1297532	Simone Aagaard-Hansen	Lotte Arnsbjerg	Rune Bendixen	nm3075553	nm0036765	nm0070591
tt1012804	7000000	2674090	Chiwetel Ejiofor	Tim Allen	Emily Mortimer	nm0252230	nm0000741	nm0607865
tt1013752	85000000	360364265	Vin Diesel	Paul Walker	Michelle Rodriguez	nm0004874	nm0908094	nm0735442
tt1013753	20000000	54586584	Sean Penn	Josh Brolin	Emile Hirsch	nm0000576	nm0000982	nm0386472
tt1013856	2500000	22979	Ricardo Trêpa	Catarina Wallenstein	Diogo Dória	nm0874579	nm2244706	nm0246822
tt1013860	20000000	4634062	Brandon Routh	Anita Briem	Sam Huntington	nm0746125	nm1715194	nm0403134
tt1014759	200000000	1025467110	Mia Wasikowska	Johnny Depp	Helena Bonham Carter	nm1985859	nm0000136	nm0000307
tt1014763	50000000	12951093	Tom Hardy	Gary Oldman	Noomi Rapace	nm0362766	nm0000198	nm0636426
tt1014775	20000000	149281606	Drew Barrymore	George Lopez	Piper Perabo	nm0000106	nm0520064	nm0005305
tt1015471	1000000	6870	Georgie Henley	Kara Hayward	Willa Cuthrell	nm1670137	nm4442319	nm0193879
tt1016075	18000000	77211836	Kelsey Grammer	Bebe Neuwirth	Megan Mullally	nm0001288	nm0001564	nm0005259
tt1016177	877500	315783	Gautam Gupta	Priyanka Kothari	Kay Kay Menon	nm1599041	nm1651315	nm1946407
tt1017428	2000000	80851	Nadim Sawalha	Rana Sultan	Hussein Al-Sous	nm0768022	nm2630303	nm2870055
tt1017437	450000	84495	Federico D'Elía	Alfredo Casero	Miguel Dedovich	nm0195627	nm0143335	nm0214134
tt1017442	1000000	1677	Frank Mentier	Michael Cardelle	Jaimyse Haft	nm2535417	nm1794790	nm1911398
tt1017451	10000000	4681651	Kristen Stewart	Dakota Fanning	Michael Shannon	nm0829576	nm0266824	nm0788335
tt1017464	8500000	319421	Erika Christensen	Jesse Metcalfe	Bill Lippincott	nm0159776	nm0582462	nm1355700
tt1018765	28000000	8527658	Sandra Bullock	Billy Bob Thornton	Anthony Mackie	nm0000113	nm0000671	nm1107001
tt1018785	27000000	44352417	America Ferrera	Alexis Bledel	Amber Tamblyn	nm1065229	nm0088127	nm0848554
tt1018789	20000000	1246516	María Adánez	Sean Astin	Laurence Bouvard	nm0012560	nm0000276	nm0100407
tt1018830	5000000	8286	Chazz Palminteri	Michael Lerner	Nate Bynum	nm0001590	nm0503627	nm0125967
tt1019449	10000	581	Tony Cazeau	Mee-ae Chatmon-Nelson	Angela Cobb	nm2646320	nm2646928	nm2112094
tt1019452	7000000	31430334	Michael Stuhlbarg	Richard Kind	Sari Lennick	nm0836121	nm0454236	nm3102689
tt1020072	20000000	66787908	David Oyelowo	Carmen Ejogo	Tim Roth	nm0654648	nm0252238	nm0000619
tt1020543	3500000	36756	Chris Marquette	Brooke Nevin	Kinsey Packard	nm0549815	nm0627492	nm1662572
tt1020558	12000000	6814789	Michael Fassbender	Dominic West	Olga Kurylenko	nm1055413	nm0922035	nm1385871
tt1020773	7082600	5455736	Juliette Binoche	William Shimell	Jean-Claude Carrière	nm0000300	nm1468516	nm0140643
tt1020936	35000	74759	Pedro Castaneda	Veronica Loren	Abel Becerra	nm2639092	nm1605095	nm2510045
tt1020950	2023600	15611	Aidan Kelly	Eileen Walsh	Pádraic Delaney	nm0446164	nm0909626	nm2073546
tt1020996	2334040	2599921	Ida Elise Broch	Espen Klouman Høiner	Hilde Lyrån	nm2639419	nm1454907	nm0529219
tt1022580	200000	1441483	Jesus Padilla Alonso	Gael García Bernal	Jesse Ortiz Piña	nm2787009	nm0305558	nm2784969
tt1022603	7500000	60722734	Zooey Deschanel	Joseph Gordon-Levitt	Geoffrey Arend	nm0221046	nm0330687	nm0034309
tt1023111	20000000	41627431	Sean Faris	Djimon Hounsou	Amber Heard	nm0267511	nm0005023	nm1720028
tt1023114	30000000	20348249	Jim Sturgess	Ed Harris	Colin Farrell	nm0836343	nm0000438	nm0268199
tt1023481	17500000	150988382	Robert Hoffman	Briana Evigan	Cassie Ventura	nm1382207	nm0263759	nm0144260
tt1023490	5767260	11260366	Toni Servillo	Anna Bonaiuto	Giulio Bosetti	nm0785842	nm0093718	nm0097917
tt1023500	4000000	179836	Danny Dyer	Noel Clarke	Emil Marwa	nm0245705	nm0164929	nm0555564
tt1024255	20000000	21972336	Emma Roberts	Aidan Quinn	Natasha Richardson	nm0731075	nm0001644	nm0001670
tt1024648	44500000	232325503	Ben Affleck	Bryan Cranston	John Goodman	nm0000255	nm0186505	nm0000422
tt1024715	3000000	3982459	Sam Rockwell	Anjelica Huston	Kelly Macdonald	nm0005377	nm0001378	nm0531808
tt1024744	18000000	4748432	Josh Hartnett	Nu Yên-Khê Tran	Byung-Hun Lee	nm0001326	nm0951295	nm0496932
tt1024770	3000000	19137	Karin Anna Cheung	Wilson Cruz	Archie Kao	nm0161023	nm0190497	nm0438055
tt1024839	1404000	2818022	Aftab Shivdasani	Ayesha Takia	Riteish Deshmukh	nm0012778	nm1779702	nm1299011
tt1024876	2500000	2874821	José María de Tavira	Martina García	Alberto Estrella	nm0851767	nm0306357	nm0261886
tt1025102	5000000	8845	Jaime King	John Hawkes	Jason Lewis	nm0454809	nm0370035	nm0507314
tt1027718	70000000	134748021	Shia LaBeouf	Michael Douglas	Carey Mulligan	nm0479471	nm0000140	nm1659547
tt1027820	500000	98201	Rupert Evans	Kenny Doughty	Joseph Kennedy	nm1140344	nm0234910	nm2362602
tt1027862	21000000	17635397	Kevin Costner	Paula Patton	Kelsey Grammer	nm0000126	nm1745736	nm0001288
tt1028532	16000000	46672750	Richard Gere	Joan Allen	Cary-Hiroyuki Tagawa	nm0000152	nm0000260	nm0846480
tt1028576	35000000	60251371	Diane Lane	John Malkovich	Margo Martindale	nm0000178	nm0000518	nm0553269
tt1028581	10000000	73848	Amy Smart	Tom Malloy	Billy Zane	nm0005442	nm0540176	nm0000708
tt1029172	2500000	320935	John Pilger	Philip Agee	Salvador Allende	nm0683400	nm2017945	nm0021201
tt1029231	20182500	4170204	Hrithik Roshan	Vivek Oberoi	Priyanka Chopra	nm0004335	nm1059103	nm1231899
tt1029234	6500000	1149138	Morjana Alaoui	Mylène Jampanoï	Catherine Bégin	nm1662011	nm1227864	nm0126743
tt1029235	6784999	15384282	Aksel Hennie	Agnes Kittelsen	Nicolai Cleve Broch	nm0377336	nm1748545	nm0110491
tt1029241	4451920	156944	Emmanuelle Béart	Rufus Sewell	Petch Osathanugrah	nm0000322	nm0001722	nm2855694
tt1029360	35000000	95437994	Sam Rockwell	Rosemarie DeWitt	Kennedi Clements	nm0005377	nm1679669	nm4149623
tt1029427	1011800	70994	Júlio César	José Eduardo	Alexandra Lencastre	nm0194689	nm0249715	nm0501726
tt1031218	5059000	8096913	Fabio Volo	Ambra Angiolini	Aïssa Maïga	nm1182729	nm0029846	nm0563740
tt1032751	42000000	11087569	Dong-Gun Jang	Kate Bosworth	Geoffrey Rush	nm0417520	nm0098378	nm0001691
tt1032755	18000000	25739994	Gerard Butler	Tom Wilkinson	Idris Elba	nm0124930	nm0929489	nm0252961
tt1032815	18000000	15821907	Hayden Panettiere	Paul Rust	Jack Carpenter	nm0659363	nm1770256	nm2358430
tt1032846	596962	9840338	Anamaria Marinca	Laura Vasiliu	Vlad Ivanov	nm1671512	nm1693019	nm0412096
tt1033465	322560	15649	Luiz Arthur	Gero Camilo	Cynthia Falabella	nm0037795	nm0131827	nm1189284
tt1033575	20000000	177243185	George Clooney	Shailene Woodley	Amara Miller	nm0000123	nm0940362	nm3837786
tt1033643	35000000	219375562	Cameron Diaz	Ashton Kutcher	Rob Corddry	nm0000139	nm0005110	nm1117791
tt1034032	50000000	40828540	Gerard Butler	Michael C. Hall	Ludacris	nm0124930	nm0355910	nm0524839
tt1034302	11500000	32572	Paddy Considine	Julia Stiles	Karl Pruner	nm0175916	nm0005466	nm0699262
tt1034303	32000000	51155219	Daniel Craig	Liev Schreiber	Jamie Bell	nm0185819	nm0000630	nm0068260
tt1034306	500000	2588750	Carice van Houten	Jenn Murray	David Wilmot	nm0396924	nm2893183	nm0932837
tt1034314	7588500	8135031	Julia Dietze	Christopher Kirby	Götz Otto	nm1087430	nm0456130	nm0653248
tt1034320	30000000	103971	Jessica Simpson	Vivica A. Fox	Steve Guttenberg	nm0005433	nm0000407	nm0000430
tt1034324	7000000	1891936	Carla Gugino	Marley Shelton	Ellen Burstyn	nm0001303	nm0005420	nm0000995
tt1034331	60000000	79498846	Robert De Niro	Al Pacino	Carla Gugino	nm0000134	nm0000199	nm0001303
tt1034385	8600300	737478	Ray Stevenson	David Oakes	Aura Garrido	nm0829032	nm2845631	nm3467663
tt1034415	20000000	7942093	Chloë Grace Moretz	Tilda Swinton	Doris Hick	nm1631269	nm0842770	nm0382566
tt1034436	1000000	2889	Vitalie Bantas	Ion Barbu	Marcel Cobzariu	nm0052527	nm2683769	nm0168036
tt1035736	23000000	50812934	Audrey Tautou	Benoît Poelvoorde	Alessandro Nivola	nm0851582	nm0688143	nm0005273
tt1037156	6070800	347045	Charlie Cox	Kate Mara	Stephen McCole	nm1214435	nm0544718	nm0566089
tt1037163	6500000	1037505	Menashe Noy	Elia Suleiman	Baher Agbariya	nm0637505	nm0837839	nm1547799
tt1037705	80000000	157107755	Denzel Washington	Mila Kunis	Ray Stevenson	nm0000243	nm0005109	nm0829032
tt1038043	10000000	1820014	Gael García Bernal	Michelle Williams	Marife Necesito	nm0305558	nm0931329	nm1323778
tt1038686	26000000	67918658	Paul Bettany	Dennis Quaid	Charles S. Dutton	nm0079273	nm0000598	nm0001165
tt1038915	5508867	264617	Naseeruddin Shah	Greta Scacchi	Brian Cox	nm0787462	nm0000627	nm0004051
tt1038919	40000000	136333522	Jennifer Aniston	Gerard Butler	Gio Perez	nm0000098	nm0124930	nm1631320
tt1038971	2000000	899	Dameon Clarke	Matthew Gray Gubler	Laura Regan	nm0163806	nm1131557	nm0716438
tt1038988	1517700	32492948	Manuela Velasco	Ferran Terraza	Jorge-Yamam Serrano	nm0892299	nm0970337	nm1970851
tt1039651	12000000	188660	Monica Rial	Jason Douglas	Greg Ayres	nm0722676	nm0235103	nm1364905
tt1039889	303540	588186	Vojin Cetkovic	Tamara Garbajs	Zijah Sokolovic	nm0149146	nm0304910	nm0812505
tt1039960	322560	705327	João Miguel	Fabiula Nascimento	Babu Santana	nm1896873	nm2341206	nm1229757
tt1039969	1755	341388	Amitabh Bachchan	Preity Zinta	Arjun Rampal	nm0000821	nm0006689	nm0992000
